Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.71142149,-2.579151869,-2.502059698,-2.418561459,-2.519349098,-2.411068439,-2.56262517,-2.662156105,-2.794975519,-2.753441334,-2.65253973,-2.702721119,-2.518676043,-2.544955969,-2.484080553,..
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.293007612,0.282069832,0.273884326,0.243881539,0.245741248,0.20889461,0.213430002,0.217759669,0.225671604,0.223692611,0.237741798,0.241614357,0.243084475,0.240797773,0.234415784,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,14.3,..,..,..,23.7,23.4,23,21.8,22,20.6,19.7,..,..
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,69.3,..,..,..,..,..,..,..,..,46,..,..,..,..,..,..
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1.473287913,1.609373264,1.787783785,1.848378936,1.74363937,1.646115996,1.484764333,1.54401448,1.541284964,1.317162104,1.071413549,0.857610923,0.44340448,0.093716063,0.103888261,0.047170915
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,734.0578099,731.0533975,766.8946175,689.8727501,803.7094643,810.8728839,762.2879863,786.0710452,824.3735504,823.101982,817.1765484,761.9572681,810.0063372,780.7386239,781.0844946,..
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1835.684072,1943.343354,2205.70392,2118.327776,2533.252829,2309.366503,2098.098971,1994.366679,2145.151293,2276.742479,2297.673842,2354.600262,2509.899825,2507.480139,2539.719997,..
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,32.4404588,32.49262263,33.83760915,29.71502789,29.05663789,28.30478228,27.81346484,26.81434601,27.65759319,27.12529941,25.28752561,26.21835273,28.79440673,26.90556283,22.91072176,..
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,23.74742454,23.1887423,22.26876273,24.39934902,24.5584536,24.02043297,25.27013939,25.10790913,24.8457158,23.70098656,25.04695044,24.73166515,24.69666125,..
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.51721714,1.558591893,1.528266338,1.487082577,1.408982101,1.346515991,1.162303864,1.103581009,1.109151006,1.160544785,1.280805962,1.295835703,1.242988084,1.210983436,1.743991677,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.1929,91.9299,106.474,120.275,126.772,115.701,117.33,116.284,125.1,93.8031,91.1635,91.1881,92.4843,98.395,92.9973,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,100,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.2,45,47,49.4,51.8,54.3,56.9,59.6,62.4,65.4,68.5504,72.2377,79.3237,82.6137,83.1356,..
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.076,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603,65.38
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.045140512,-0.191482902,-0.282379419,-0.143631592,0.091929786,0.485986233,0.341639042,0.337447882,0.373770744,0.366779268,0.110105053,0.088612519,0.196371928,0.106261313,0.183348969,..
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.264739305,0.260473907,0.250866294,0.221984327,0.228019789,0.196386188,0.201144516,0.206087306,0.213935971,0.212329432,0.229536057,0.232480288,0.234710082,0.23304978,0.227244794,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,5.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,57.12173594,..,..,..,..,..,53.6,..,..,..,..,..
Algeria,DZA,Urban population growth (annual %),SP.URB.GROW,3.012771549,3.009838404,2.982121101,2.982962982,2.974115665,2.960637592,2.945180179,2.914403898,2.858422784,2.735426761,2.60849617,2.452445527,2.332910756,2.273337248,2.160135309,2.034083851
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1147.306006,1151.138897,1174.268065,1258.837185,1273.722427,1358.047878,1414.497021,1371.202077,1380.346818,1442.302112,1463.509857,1373.678321,1451.445177,1499.51,1503.414066,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,862.4856634,1010.715195,1115.96836,1229.341655,1269.791817,1353.091648,1438.572653,1470.353485,1554.499633,1568.473006,1651.177957,1591.977093,1681.482396,1756.587213,1827.95251,..
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,46.0669131,43.28682748,39.75382221,40.2823787,44.58201084,46.89847934,51.77961256,51.64151429,48.26759226,46.4568595,44.62956179,42.94935768,39.14580511,35.08911976,37.72494621,..
Algeria,DZA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.848515527,3.518023197,4.325697443,4.46107862,4.844508917,5.548483336,6.270242856,6.384928983,5.924383327,5.483588701,5.999941464,6.65871083,5.570828785,4.695022193,8.171720557,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.2215,90.5824,96.5113,99.6853,102.871,110.44,108.016,115.154,109.97,110.938,104.922,103.437,105.037,107.787,111.606,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,100,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455,47.6911,49.0385,55.7907,63.4727,72.2124,74.8319,76.9081,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268,75.748
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.196913481,-1.259367585,-1.360560656,-1.325043321,-1.202371478,-1.190535188,-1.090786576,-1.099741936,-0.919614315,-0.842107713,-1.055853844,-0.847820401,-0.992457151,-0.650652349,-0.57788527,..
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.246055126,0.243547097,0.244249582,0.226807356,0.23150824,0.200113058,0.204930633,0.210856497,0.219212338,0.21726504,0.234926254,0.237624839,0.234710082,0.23304978,0.227244794,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population growth (annual %),SP.URB.GROW,-0.654988423,-0.659306822,-0.709472948,-0.836230152,-0.972509695,-1.074156233,-1.161663512,-1.249920839,-1.301316348,-1.343263683,-1.388974262,-0.89069043,-1.064024782,-1.779946123,-1.667363134,-1.548534098
American Samoa,ASM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235,87.284
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.945724666,0.919146717,0.93399018,0.95299083,0.928985775,1.08068347,1.151678085,1.158555984,1.184323668,1.166297317,1.144933939,1.09020865,1.066840887,1.123173952,1.114221215,..
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.370833457,0.393404156,0.411335081,0.344925016,0.393689394,0.291474074,0.304494768,0.316129863,0.344771415,0.314478159,0.315675259,0.319777638,0.336745977,0.402260721,0.398108959,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Urban population growth (annual %),SP.URB.GROW,0.365346276,-3.971315197,-3.79302875,-1.334685381,-2.263339706,-2.065496189,-2.251676819,-0.100423671,2.057250926,1.778861183,1.64230432,1.099675566,1.198161589,1.643667396,1.39189682,1.297710503
Andorra,AND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,27.72855858,27.60172903,28.70029815,26.74255374,29.38162507,27.85244126,..
Andorra,AND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.9466,81.1526,83.6224,83.1208,85.0214,89.8341,98.8389,105.474,108.912,109.915,114.953,103.877,119.688,142.426,156.097,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.53,81,81,82.7,84.4,86.1,87.9,89.7,91.5675,..,90.7187,93.2056,93.8975,94.4855,95.4456,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.912,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,87.916,87.858,87.811,87.774,87.747
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.297139525,1.278272152,1.302488327,1.290351152,1.28392601,1.286593318,1.365985394,1.382750273,1.392889738,1.391248584,1.57736671,1.58867538,1.58125937,1.585988402,1.583465934,..
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.341262251,0.35239929,0.360775292,0.317384899,0.347427368,0.291474074,0.275287688,0.286816299,0.309247762,0.289041549,0.280858964,0.278704941,0.282480866,0.277791262,0.278450012,..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,32.3,..,..,..,..,..,..
Angola,AGO,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,20,..,..,..,..,..,..,13.7,..,..,..,..,..,..,..,..
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,5.083583973,5.11187635,5.126419803,5.098747401,5.040876759,4.901636358,4.738415032,4.678376229,4.610485788,4.488892322,4.394795922,4.242387927,4.12708088,4.059358345,3.968287848,3.90381995
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,504.9241668,487.2810743,486.2353657,531.2433226,512.0218026,447.1603254,517.5252094,462.934994,456.6922175,405.1797531,416.9965072,397.6331866,418.358996,423.1225176,..,..
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,197.3252194,206.9987647,206.9504977,271.7119969,276.0874766,310.3741282,306.167407,331.6649002,315.1992971,370.7365733,410.8645663,437.6533506,392.3558346,392.5070469,..,..
Angola,AGO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,42.82085316,28.19731769,26.42435317,26.66757737,26.14297048,27.5004592,34.20249083,27.21470927,24.13030586,17.86942057,17.71225524,26.4904005,26.43736188,26.25601822,23.77909111,25.00157006
Angola,AGO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.25074637,34.9944447,44.59228515,36.22542423,35.70586261,30.88454851,18.77664497,15.72076938,16.36059143,21.98783462,21.79160744,..,..,..,..,..
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.709610048,4.177584522,3.255660351,3.236659499,4.455239422,4.698454516,3.105426293,2.733334945,2.507982806,1.95578681,1.739072339,1.736993958,1.300999928,1.316819532,1.33252916,..
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,36.1789,40.3668,49.8515,50.7801,50.7735,51.7384,49.3097,44.5502,44.0682,42.4589,45.8065,43.7804,44.3869,66.6008,70.052,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.8,35,34.6,37.3,38.4,32,42,41.8,42.9,45.3,45.6,47,48.2,48.5,51.1,..
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.3,2.8,4.7,7.7,13,21.3623,22,23.2,26,29,32.1294,36.6347,39.3876,42.0719,44.7581,..
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.034,59.783,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,66.825,67.46,68.081,68.688,69.281
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.347591847,-0.226182342,-0.36923781,-0.389322549,-0.391233474,-0.333232045,-0.505385816,-0.321580082,-0.387895495,-0.347208589,-0.368411601,-0.599917889,-0.71048075,-0.630108535,-0.341505051,..
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.251998425,0.243547097,0.244249582,0.233037114,0.23150824,0.200113058,0.208575189,0.214360997,0.212872773,0.214033395,0.21773769,0.217226654,0.216209188,0.219539359,0.21178095,..
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Urban population growth (annual %),SP.URB.GROW,-0.653481661,-0.836303807,-0.879402652,0.377834203,0.224225396,0.102975094,0.022371865,0.008947345,0.013419516,0.04471872,0.102777228,0.227521233,0.329211081,0.390088708,0.454656591,0.509577627
Antigua and Barbuda,ATG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,160.295,196.871,203.873,145.979,129.858,135.235,196.848,200.069,203.387,..,201.392,200.335,199.244,200.541,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5,98.7,94.6,100,100,100,100,100,100,100,100,100,100,100,100,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,42,47,52,58,63.4,67.78,70,70.9743,71.9621,72.9637,73.9792,75.0089,76.0528,77.1648,77.5756,..
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.818,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332,24.338
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.721793532,0.904999375,0.957588255,0.975788057,0.958863378,0.984550714,0.987564266,0.859249651,0.732060909,0.823102117,0.938079655,0.929578841,0.949669898,0.938082099,0.92339325,..
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.323601872,0.320087254,0.306695104,0.282746524,0.297252923,0.238057718,0.242593795,0.245254904,0.25443843,0.249072447,0.271781534,0.27050361,0.274008185,0.267494529,0.265348822,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,30.3,25.7,32,35.5,42,37.3,39.2,41.7,38.1
Argentina,ARG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,72.3702102,..,..,..,..,..,..,70.10270872,..,..,..,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.237459448,1.230430133,1.219822565,1.171529002,1.133331503,1.171920819,1.185054365,1.104335316,1.014308165,0.954764788,0.842521815,0.615028912,0.393904283,0.338668251,0.412511399,0.471206009
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1722.744029,1826.051124,1865.257361,1897.609839,1928.549229,1911.617277,1919.758592,1889.870189,1874.829637,1806.776235,1777.415077,1623.924508,1741.513772,1808.760213,1832.0669,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2680.099203,2777.733779,2880.783577,2917.622836,2940.929545,3036.207336,3140.464207,3104.989251,3005.764831,2971.343648,2876.718527,2827.427398,2942.910775,2833.119098,2821.772332,..
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.05311236,17.70553381,18.39845892,16.50198653,17.3057789,17.26288101,17.07070488,17.66322786,18.21256717,16.61388502,14.2100304,14.41515574,18.07628925,17.27979846,19.37153901,15.72344757
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.13602103,21.24131643,20.19640807,21.1822346,21.56528296,22.33229437,22.1490803,21.25670131,19.33712397,17.70244887,17.78889905,17.47773228,18.0764989,17.92723154,17.86849697,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.886508577,0.814878118,0.764287095,0.784824735,0.837736427,0.878100924,0.850128597,0.809245363,0.847754811,0.732300348,0.699696134,0.734111594,0.630055382,0.686383404,0.472747197,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,128.462,138.252,145.511,152.574,158.191,142.325,142.241,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.8,98.8,99,99.1,99.3,100,99.7,99.9,100,100,100,100,100,100,100,..
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,34,45,51,55.8,59.9,64.7,68.0431,70.969,74.2949,77.7,79.947,85.5144,87.1507,88.3754,89.229,89.6672
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229,92.347,92.463,92.579
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.234854579,-0.084797867,0.158993661,0.103040546,0.065314263,-0.005121871,0.008764135,0.197749898,0.162542164,0.006909812,-0.097823091,-0.071997404,0.000530059,-0.09859433,-0.127517909,..
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.241539121,0.239330947,0.238522351,0.219665527,0.225787356,0.192247406,0.19643338,0.203295976,0.209813267,0.20833908,0.223986834,0.226491526,0.229812399,0.226557314,0.222712681,..
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,26.4,27,26.5,24.8,23.7,..
Armenia,ARM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,54.9,..,..,..,..,57.14919688,57.1,..,..,..,..,..,..,..,..
Armenia,ARM,Urban population growth (annual %),SP.URB.GROW,-0.843091445,-0.85134712,-0.714330872,-0.283580148,-0.189728201,-0.354091349,-0.348490855,-0.414956233,-0.398759026,-0.276805543,-0.108384839,0.114784996,0.213264169,0.456271083,0.095577876,2.605260674
Armenia,ARM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,851.3383877,815.627987,896.9480238,982.4424153,959.8016823,1045.975114,1084.520629,1043.097972,1105.96697,1072.336825,1163.092847,1233.304559,1271.528056,1347.590557,..,..
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1564.905414,1631.305833,1716.701344,1804.503819,1851.753805,1895.281704,1909.405578,1889.850617,2006.108612,1938.699899,2084.050633,2114.131352,2262.093643,2403.677758,..,..
Armenia,ARM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,41.1450508,38.81475499,31.92179898,24.68095275,22.15249007,21.28304069,20.73053013,18.01550867,18.42174021,22.39973933,17.40852941,19.66383294,22.96387623,22.37861934,21.29537325,22.17190103
Armenia,ARM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.25324965,22.64795135,22.72642644,22.59780405,24.11681675,24.51455671,23.09249267,22.83472889,22.52546511,22.45363437,23.941241,24.14473231,23.38782887,23.45641758,23.97516678,..
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.157049908,4.265646056,3.853946441,3.583766919,3.997244557,3.943378265,4.239225786,4.090349217,3.849730577,4.119886153,4.787705841,4.982543724,4.465144759,4.081745959,5.450925003,..
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,74.4012,131.875,109.85,113.697,114.5,118.365,118.599,117.671,119.676,123,124.614,120.682,125.395,130.54,134.52,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3,99.8,99.5,99.5,99.4,99.7,100,99.8,99.7,99.9,100,100,100,100,100,..
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.3,25,32,37.5,41.9,54.6228,59.1008,64.346,64.7449,68.2451,66.5439,76.5077,78.6123,77.0277,79.9966,..
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.54,63.44,63.34,63.24,63.164,63.112,63.085,63.082,63.103,63.149,63.219,63.313,63.431,63.573,63.739,63.929
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.227863356,0.071855329,-0.063868985,0.154794976,0.110385142,-0.2971358,-0.256798655,-0.667951107,-0.626211166,-0.451066911,-0.420024991,-0.77164489,-0.804041028,-0.740756273,-0.829278231,..
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.264739305,0.260473907,0.254919261,0.226807356,0.23150824,0.200113058,0.204930633,0.210856497,0.219212338,0.21726504,0.234926254,0.237624839,0.239969611,0.239764601,0.235312149,..
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
