Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933,27.265
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.56262516975403,-2.6621561050415,-2.7949755191803,-2.75344133377075,-2.65253973007202,-2.702721118927,-2.51867604255676,-2.54495596885681,-2.48408055305481,..
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.293007612228394,0.282069832086563,0.273884326219559,0.243881538510323,0.245741248130798,0.208894610404968,0.213430002331734,0.217759668827057,0.225671604275703,0.223692610859871,0.23774179816246,0.241614356637001,0.243084475398064,0.240797773003578,0.234415784478188,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,14.3,..,..,..,23.7,23.4,23,21.8,22,20.6,19.7,..,..
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,69.3,..,..,..,..,..,..,..,..,46,..,..,..,..,..,..
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1.473287913174129,1.6093732644722363,1.7877837846788869,1.8483789364344707,1.7436393704330793,1.6461159963627605,1.4847643325691184,1.5440144803237132,1.5412849639116906,1.3171621044569775,1.0714135492436767,0.85761092300087971,0.44340448003380806,0.093716063016374876,0.1038882612292593,0.047170915412742355
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,734.05780994986208,731.05339745935589,766.8946175148244,689.87275014979662,803.70946427797116,810.8728839395086,762.28798630180552,786.07104518139658,824.37355038984754,823.1019820450806,817.17654836234146,761.95726810978329,810.00633720797555,780.73862394555692,781.084494566933,..
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1835.6840724176341,1943.343353858417,2205.7039200466752,2118.3277760557935,2533.2528292710558,2309.36650255581,2098.0989709803475,1994.3666790561249,2145.1512933724084,2276.7424790048481,2297.6738417295828,2354.6002623818249,2509.8998245168523,2507.4801390652447,2539.719997144909,..
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,32.440458801577179,32.492622632897664,33.837609153987628,29.715027885268654,29.056637889997678,28.304782275821257,27.813464840513362,26.814346013013978,27.657593194662045,27.125299413203813,25.287525607327627,26.218352729782918,28.794406728829959,26.905562831475798,22.910721757636708,..
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,23.747424541430288,23.188742298137303,22.268762727483534,24.399349017059155,24.55845360239568,24.020432965042595,25.27013939079097,25.107909125214935,24.845715802925383,23.700986564432846,25.046950435126003,24.731665152335932,24.696661250146004,..
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.5172171395597,1.55859189302349,1.52826633776627,1.48708257655216,1.40898210141146,1.34651599128914,1.16230386432234,1.10358100880452,1.10915100558884,1.16054478505068,1.2808059620147199,1.2958357026973901,1.24298808396067,1.21098343566728,1.7439916766918602,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.1929,91.9299,106.474,120.275,126.772,115.701,117.33,116.284,125.1,93.8031,91.1635,91.1881,92.4843,98.395,92.9973,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,100,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.2,45,47,49.4,51.8,54.3,56.9,59.6,62.4,65.4,68.5504,72.2377,79.3237,82.6137,83.1356,..
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.076,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603,65.38
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.341639041900635,0.337447881698608,0.373770743608475,0.366779267787933,0.11010505259037,0.0886125192046165,0.196371927857399,0.106261312961578,0.183348968625069,..
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.26473930478096,0.260473906993866,0.250866293907166,0.221984326839447,0.228019788861275,0.196386188268661,0.201144516468048,0.206087306141853,0.213935971260071,0.212329432368279,0.229536056518555,0.23248028755188,0.234710082411766,0.233049780130386,0.227244794368744,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,5.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,57.12173594,..,..,..,..,..,53.6,..,..,..,..,..
Algeria,DZA,Urban population growth (annual %),SP.URB.GROW,3.0127715492712657,3.0098384040251793,2.9821211005457835,2.9829629817999579,2.9741156652003724,2.9606375917669894,2.9451801788898564,2.9144038981194735,2.8584227844410055,2.7354267614943666,2.6084961698641562,2.4524455274401449,2.3329107555234412,2.2733372476902662,2.1601353092681514,2.0340838509241208
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1147.306005542531,1151.1388966556478,1174.2680645003375,1258.8371845897507,1273.7224269380563,1358.0478781442489,1414.4970206439211,1371.2020770523218,1380.3468180173957,1442.3021119345744,1463.5098573600862,1373.6783209440646,1451.4451770929261,1499.5099995851717,1503.414065780634,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,862.48566339475315,1010.7151948495085,1115.9683601847159,1229.3416546056776,1269.7918171916297,1353.0916478550928,1438.5726528665543,1470.3534853154733,1554.4996331072873,1568.473005609806,1651.1779566876621,1591.9770930040538,1681.482396131516,1756.5872130433872,1827.9525101464405,..
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,46.0669131037696,43.2868274827225,39.753822214212285,40.282378699293261,44.582010840306104,46.898479336379147,51.77961255944097,51.641514285574196,48.267592257580517,46.456859496262645,44.62956178750035,42.94935768250155,39.145805111284822,35.089119761349785,37.724946210066015,..
Algeria,DZA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.84851552732306,3.5180231971299,4.3256974432791795,4.46107862007699,4.84450891704059,5.54848333584853,6.27024285623508,6.3849289830186509,5.92438332688534,5.48358870056161,5.9999414639857207,6.65871082968014,5.57082878533287,4.69502219300875,8.1717205566288,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.2215,90.5824,96.5113,99.6853,102.871,110.44,108.016,115.154,109.97,110.938,104.922,103.437,105.037,107.787,111.606,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,100,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455,47.6911,49.0385,55.7907,63.4727,72.2124,74.8319,76.9081,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268,75.748
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.09078657627106,-1.09974193572998,-0.919614315032959,-0.842107713222504,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713,..
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.246055126190186,0.243547096848488,0.244249582290649,0.226807355880737,0.231508240103722,0.20011305809021,0.204930633306503,0.21085649728775,0.219212338328362,0.217265039682388,0.234926253557205,0.23762483894825,0.234710082411766,0.233049780130386,0.227244794368744,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population growth (annual %),SP.URB.GROW,-0.65498842317301154,-0.65930682207115177,-0.70947294793405435,-0.83623015205399853,-0.97250969516380814,-1.074156232815703,-1.1616635121507148,-1.2499208393188277,-1.3013163476767076,-1.3432636826351605,-1.3889742615877863,-0.89069042995073444,-1.0640247817164388,-1.7799461233888023,-1.6673631338802588,-1.548534097720329
American Samoa,ASM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235,87.284
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.945724666118622,0.919146716594696,0.933990180492401,0.952990829944611,0.928985774517059,1.08068346977234,1.15167808532715,1.15855598449707,1.18432366847992,1.16629731655121,1.1449339389801,1.09020864963531,1.0668408870697,1.12317395210266,1.11422121524811,..
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.370833456516266,0.39340415596962,0.411335080862045,0.34492501616478,0.393689393997192,0.29147407412529,0.304494768381119,0.316129863262177,0.344771414995193,0.314478158950806,0.315675258636475,0.319777637720108,0.336745977401733,0.402260720729828,0.398108959197998,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Urban population growth (annual %),SP.URB.GROW,0.36534627609112064,-3.9713151974491669,-3.7930287496284771,-1.334685380701756,-2.2633397059843463,-2.0654961890891088,-2.251676819049182,-0.10042367076513689,2.0572509257951315,1.7788611825431091,1.6423043199160399,1.0996755658102835,1.1981615889327517,1.6436673960513268,1.3918968196931716,1.2977105030054557
Andorra,AND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,27.728558579516893,27.601729026191979,28.700298146647924,26.742553742658053,29.381625072969182,27.852441261447559,..
Andorra,AND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.9466,81.1526,83.6224,83.1208,85.0214,89.8341,98.8389,105.474,108.912,109.915,114.953,103.877,119.688,142.426,156.097,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.53,81,81,82.7,84.4,86.1,87.9,89.7,91.5675,..,90.7187,93.2056,93.8975,94.4855,95.4456,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.912,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,87.916,87.858,87.811,87.774,87.747
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553,1.36598539352417,1.38275027275085,1.39288973808289,1.39124858379364,1.57736670970917,1.58867537975311,1.58125936985016,1.58598840236664,1.58346593379974,..
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.341262251138687,0.352399289608002,0.360775291919708,0.317384898662567,0.347427368164062,0.29147407412529,0.275287687778473,0.286816298961639,0.309247761964798,0.289041548967361,0.280858963727951,0.278704941272736,0.282480865716934,0.277791261672974,0.278450012207031,..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,32.3,..,..,..,..,..,..
Angola,AGO,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,20,..,..,..,..,..,..,13.7,..,..,..,..,..,..,..,..
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,5.0835839728915362,5.1118763499802631,5.1264198031331354,5.0987474011028624,5.0408767588913843,4.9016363584926532,4.7384150315162143,4.6783762285716346,4.61048578809888,4.4888923222920392,4.3947959218243717,4.24238792701063,4.12708087985754,4.0593583451592332,3.968287848465355,3.9038199496298018
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,504.92416679273981,487.2810743430054,486.235365702241,531.24332255994011,512.02180258749456,447.16032543665091,517.52520941724208,462.93499400614809,456.69221748761419,405.17975310774739,416.99650715614757,397.63318664391386,418.35899601384256,423.12251760056375,..,..
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,197.32521939883131,206.99876474710584,206.95049770521132,271.7119968810116,276.08747662008392,310.37412821411647,306.16740698260566,331.66490023153835,315.19929707580053,370.73657334029241,410.864566288621,437.65335056523645,392.35583456929714,392.50704692845909,..,..
Angola,AGO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,42.820853162824363,28.197317692011755,26.424353167553921,26.667577372504592,26.142970475795234,27.500459198879295,34.202490829761182,27.21470926879347,24.130305864646338,17.869420567758173,17.712255240438569,26.49040049846106,26.437361882619705,26.256018224438005,23.779091113156177,25.001570059203392
Angola,AGO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.250746368206642,34.994444697636915,44.592285149275178,36.225424234863944,35.705862612849529,30.884548514983567,18.776644972237211,15.720769375596822,16.360591434082743,21.987834620931839,21.7916074354975,..,..,..,..,..
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.7096100483207195,4.1775845224338,3.25566035129376,3.23665949921649,4.4552394215510907,4.69845451564414,3.10542629308278,2.73333494465123,2.5079828055057902,1.95578680987962,1.73907233864521,1.73699395811082,1.30099992786185,1.31681953222365,1.33252915998752,..
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,36.1789,40.3668,49.8515,50.7801,50.7735,51.7384,49.3097,44.5502,44.0682,42.4589,45.8065,43.7804,44.3869,66.6008,70.052,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.8,35,34.6,37.3,38.4,32,42,41.8,42.9,45.3,45.6,47,48.2,48.5,51.1,..
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.3,2.8,4.7,7.7,13,21.3623,22,23.2,26,29,32.1294,36.6347,39.3876,42.0719,44.7581,..
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.034,59.783,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,66.825,67.46,68.081,68.688,69.281
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.50538581609726,-0.321580082178116,-0.387895494699478,-0.347208589315414,-0.368411600589752,-0.599917888641357,-0.710480749607086,-0.630108535289764,-0.34150505065918,..
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.251998424530029,0.243547096848488,0.244249582290649,0.233037114143372,0.231508240103722,0.20011305809021,0.208575189113617,0.214360997080803,0.21287277340889,0.214033395051956,0.217737689614296,0.217226654291153,0.216209188103676,0.219539359211922,0.211780950427055,..
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Urban population growth (annual %),SP.URB.GROW,-0.65348166142781849,-0.836303806635875,-0.879402652257323,0.37783420264059,0.22422539552786777,0.10297509360618921,0.02237186523571634,0.0089473448813792225,0.013419516470233048,0.044718720001108207,0.10277722825304186,0.22752123307760763,0.32921108120955417,0.39008870779164895,0.45465659108904877,0.5095776270145953
Antigua and Barbuda,ATG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,160.295,196.871,203.873,145.979,129.858,135.235,196.848,200.069,203.387,..,201.392,200.335,199.244,200.541,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5,98.7,94.6,100,100,100,100,100,100,100,100,100,100,100,100,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,42,47,52,58,63.4,67.78,70,70.9743,71.9621,72.9637,73.9792,75.0089,76.0528,77.1648,77.5756,..
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.818,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332,24.338
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,0.987564265727997,0.859249651432037,0.73206090927124,0.823102116584778,0.938079655170441,0.929578840732574,0.949669897556305,0.938082098960876,0.923393249511719,..
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.323601871728897,0.320087254047394,0.306695103645325,0.282746523618698,0.297252923250198,0.238057717680931,0.242593795061111,0.245254904031754,0.254438430070877,0.249072447419167,0.271781533956528,0.270503610372543,0.274008184671402,0.267494529485703,0.265348821878433,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,30.3,25.7,32,35.5,42,37.3,39.2,41.7,38.1
Argentina,ARG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,72.3702102000994,..,..,..,..,..,..,70.1027087175867,..,..,..,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.2374594475441738,1.2304301334048502,1.2198225647031311,1.1715290024942091,1.1333315033161544,1.1719208186978711,1.1850543646626335,1.1043353155766857,1.0143081649805705,0.95476478811720034,0.84252181530816861,0.61502891192892362,0.39390428301476921,0.33866825079453139,0.412511398836538,0.47120600871025542
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1722.7440290988231,1826.0511236884872,1865.2573611568282,1897.6098392280903,1928.5492288512651,1911.6172773683852,1919.758592080578,1889.8701885328928,1874.8296373946368,1806.7762349903937,1777.4150771055288,1623.9245083352293,1741.513772005969,1808.7602133555297,1832.0669000424127,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2680.0992029559493,2777.7337786465223,2880.7835773505617,2917.6228361266371,2940.9295448090065,3036.2073361212147,3140.4642066938732,3104.9892514433782,3005.7648312464066,2971.3436483831711,2876.7185272471224,2827.4273977686075,2942.9107751163533,2833.1190975033774,2821.7723323223404,..
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.053112359211212,17.705533806204564,18.398458917349995,16.501986529887464,17.305778901259604,17.262881006465136,17.070704884158332,17.663227860620303,18.212567174775415,16.613885015637074,14.210030399219139,14.415155741024478,18.076289247142128,17.279798456239625,19.371539013425554,15.723447567813558
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.136021027978309,21.241316426753677,20.19640807428102,21.18223460486703,21.565282964359568,22.332294370501444,22.149080304016415,21.25670130713878,19.337123974458244,17.702448871729196,17.78889905044549,17.47773227830929,18.07649890445887,17.927231538248854,17.86849697267386,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.886508576686385,0.814878118220695,0.764287095310235,0.784824735364742,0.83773642721392,0.878100924236765,0.85012859746381508,0.80924536271756309,0.84775481125944008,0.732300347538541,0.699696134379197,0.73411159394874392,0.630055381810861,0.68638340428353606,0.47274719673825905,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,128.462,138.252,145.511,152.574,158.191,142.325,142.241,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.8,98.8,99,99.1,99.3,100,99.7,99.9,100,100,100,100,100,100,100,..
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,34,45,51,55.8,59.9,64.7,68.0431,70.969,74.2949,77.7,79.947,85.5144,87.1507,88.3754,89.229,89.6672
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229,92.347,92.463,92.579
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.00876413471996784,0.197749897837639,0.162542164325714,0.00690981233492494,-0.0978230908513069,-0.0719974040985107,0.000530058634467423,-0.0985943302512169,-0.127517908811569,..
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.241539120674133,0.239330947399139,0.238522350788116,0.21966552734375,0.225787356495857,0.192247405648232,0.196433380246162,0.203295975923538,0.209813266992569,0.2083390802145,0.223986834287643,0.226491525769234,0.229812398552895,0.226557314395905,0.222712680697441,..
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,26.4,27,26.5,24.8,23.7,..
Armenia,ARM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,54.9,..,..,..,..,57.1491968847188,57.1,..,..,..,..,..,..,..,..
